                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.71854,                0.36721,                0.82534,                 0.8802,                 0.9874,                0.97593,                0.78382,                0.73988,                 61.719,                0.72414,              0.0015498,              0.0015498,              0.0015498
                     78,                0.71967,                0.36764,                0.82469,                0.88035,                0.98734,                0.97564,                0.78368,                0.73989,                 61.678,                0.72411,              0.0014416,              0.0014416,              0.0014416
                     79,                0.71963,                0.36703,                0.82494,                0.88064,                0.98734,                0.97518,                0.78333,                0.74113,                 61.759,                0.72418,               0.001337,               0.001337,               0.001337
                     80,                0.71598,                0.36344,                0.82414,                0.88079,                0.98764,                0.97544,                0.78321,                0.74169,                 61.754,                0.72419,               0.001236,               0.001236,               0.001236
                     81,                0.70981,                0.35992,                0.82335,                0.88083,                0.98773,                0.97573,                0.78312,                0.74263,                 61.813,                0.72426,              0.0011387,              0.0011387,              0.0011387
                     82,                0.70868,                0.35974,                0.82243,                0.88086,                0.98773,                0.97585,                0.78293,                0.74375,                 61.908,                0.72436,              0.0010454,              0.0010454,              0.0010454
                     83,                0.70817,                0.35883,                0.82271,                0.88071,                0.98772,                0.97643,                0.78341,                0.74426,                 61.877,                 0.7244,             0.00095595,             0.00095595,             0.00095595
                     84,                0.70539,                0.35624,                 0.8231,                0.88072,                0.98773,                0.97659,                0.78356,                0.74461,                 61.808,                0.72446,             0.00087058,             0.00087058,             0.00087058
                     85,                0.70302,                0.35774,                0.82224,                0.88072,                0.98776,                0.97656,                0.78365,                0.74483,                 61.879,                0.72448,             0.00078933,             0.00078933,             0.00078933
                     86,                 0.7018,                0.35693,                0.82186,                0.88096,                0.98723,                0.97671,                0.78387,                0.74518,                 61.946,                0.72452,             0.00071228,             0.00071228,             0.00071228
                     87,                0.69911,                0.35463,                0.82089,                0.88104,                0.98704,                  0.977,                0.78447,                0.74557,                 61.951,                0.72456,             0.00063952,             0.00063952,             0.00063952
                     88,                0.69868,                0.35425,                0.81983,                 0.8811,                0.98702,                 0.9771,                0.78425,                0.74621,                 62.034,                0.72462,             0.00057111,             0.00057111,             0.00057111
                     89,                0.69971,                0.35371,                0.82128,                0.88108,                0.98707,                0.97728,                0.78498,                0.74669,                 62.127,                0.72468,             0.00050711,             0.00050711,             0.00050711
                     90,                0.69512,                 0.3511,                0.82021,                0.88101,                0.98709,                0.97732,                0.78472,                0.74715,                 62.174,                0.72472,             0.00044761,             0.00044761,             0.00044761
                     91,                0.73447,                0.36663,                0.84801,                0.88068,                0.98765,                0.97752,                0.78496,                0.74757,                 62.229,                0.72476,             0.00039264,             0.00039264,             0.00039264
                     92,                0.72293,                0.36324,                0.84605,                 0.8811,                0.98715,                0.97739,                0.78494,                0.74787,                 62.279,                 0.7248,             0.00034227,             0.00034227,             0.00034227
                     93,                0.72361,                 0.3622,                0.84748,                0.88107,                0.98733,                0.97725,                0.78475,                0.74815,                 62.321,                 0.7248,             0.00029655,             0.00029655,             0.00029655
                     94,                0.71812,                0.35898,                  0.845,                0.88125,                0.98723,                0.97743,                0.78468,                0.74821,                 62.395,                0.72481,             0.00025551,             0.00025551,             0.00025551
                     95,                0.71679,                 0.3577,                0.84418,                0.88126,                0.98714,                0.97737,                0.78481,                0.74855,                 62.457,                0.72482,             0.00021921,             0.00021921,             0.00021921
                     96,                 0.7125,                0.35593,                0.84291,                0.88123,                0.98723,                0.97732,                0.78495,                 0.7487,                 62.542,                0.72486,             0.00018768,             0.00018768,             0.00018768
                     97,                0.71201,                0.35478,                0.84455,                0.88142,                0.98711,                0.97728,                0.78476,                0.74884,                 62.645,                0.72486,             0.00016094,             0.00016094,             0.00016094
                     98,                0.71248,                 0.3554,                0.84441,                0.88144,                  0.987,                0.97738,                0.78507,                0.74898,                 62.751,                0.72487,             0.00013903,             0.00013903,             0.00013903
                     99,                0.70726,                0.35142,                0.84203,                0.88142,                0.98705,                0.97746,                0.78525,                0.74905,                 62.845,                0.72489,             0.00012197,             0.00012197,             0.00012197
                    100,                0.70456,                0.35159,                0.84291,                0.88144,                0.98699,                0.97742,                0.78532,                0.74918,                 62.955,                0.72488,             0.00010977,             0.00010977,             0.00010977
